City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,illizi,26.4833,8.4667,13.89,34,0,6.44,DZ,1706642587
363,quiberon,47.4841,-3.1196,7.89,84,100,0.93,FR,1706642587
364,viedma,-40.8135,-62.9967,34.7,25,64,0.73,AR,1706642425
365,pyetrykaw,52.1289,28.4921,-2.1,84,99,2.85,BY,1706642588
366,mao,39.8885,4.2658,12.31,82,40,2.06,ES,1706642588
367,ola,59.5833,151.2833,-27.43,88,34,3.69,RU,1706642589
368,nagqu,31.5,92.0,-11.97,39,100,0.17,CN,1706642589
369,huarmey,-10.0681,-78.1522,26.86,72,96,6.02,PE,1706642589
370,mutsu,41.2894,141.2169,0.34,86,98,1.63,JP,1706642589
371,letlhakeng,-24.0944,25.0298,26.27,46,100,1.99,BW,1706642590
372,san julian,21.0167,-102.1667,20.95,22,100,3.01,MX,1706642590
373,puerto san jose,13.9256,-90.8244,31.46,39,99,4.87,GT,1706642590
374,mandalgovi,45.7625,106.2708,-25.14,84,8,1.1,MN,1706642591
375,dryden,49.7833,-92.7503,-1.84,93,100,5.14,CA,1706642577
376,durban,-29.8579,31.0292,24.51,90,0,3.84,ZA,1706642558
377,kamenka,51.3223,42.7678,-1.82,96,100,3.78,RU,1706642591
378,balqash,46.8481,74.995,-11.01,95,100,1.88,KZ,1706642592
379,iida,35.5197,137.8207,1.03,72,88,0.45,JP,1706642592
380,padang,-0.9492,100.3543,27.03,83,100,2.03,ID,1706642592
381,geraldton,-28.7667,114.6,22.23,73,0,4.63,AU,1706642593
382,lerwick,60.1545,-1.1494,8.0,83,100,13.43,GB,1706642593
383,noosa heads,-26.3833,153.15,24.5,86,65,8.33,AU,1706642508
384,duyun,26.2667,107.5167,8.86,99,100,1.12,CN,1706642594
385,bulungu,-4.55,18.6,22.73,92,100,0.58,CD,1706642594
386,prachuap khiri khan,12.2167,99.75,20.65,89,100,1.2,TH,1706642531
387,ketchikan,55.3422,-131.6461,9.26,87,100,6.17,US,1706642594
388,acarau,-2.8856,-40.12,30.49,63,1,7.65,BR,1706642595
389,keelung,25.1283,121.7419,21.11,94,20,1.16,TW,1706642595
390,santanyi,39.3546,3.1291,13.71,80,100,4.01,ES,1706642595
391,tonosho,34.4833,134.1833,6.23,66,75,1.22,JP,1706642596
392,puerto deseado,-47.7503,-65.8938,23.53,38,7,9.19,AR,1706642487
393,katsuren-haebaru,26.3369,127.8719,21.21,75,100,2.57,JP,1706642596
394,aso,32.9551,131.0967,4.65,91,100,1.71,JP,1706642597
395,laizhou,37.1717,119.9214,3.06,95,89,1.86,CN,1706642597
396,male,4.1748,73.5089,27.97,89,75,7.2,MV,1706642597
397,meadow lake,34.8014,-106.5436,14.43,38,88,1.44,US,1706642597
398,oruro,-17.9833,-67.15,18.27,45,40,5.66,BO,1706642598
399,atafu village,-8.5421,-172.5159,29.26,69,95,2.26,TK,1706642598
400,peace river,56.2501,-117.286,7.17,61,75,11.83,CA,1706642419
401,tomatlan,19.9333,-105.25,30.43,50,100,4.09,MX,1706642599
402,jalai nur,49.45,117.7,-32.59,97,19,2.15,CN,1706642599
403,tvoroyri,61.5556,-6.8111,8.3,87,100,22.1,FO,1706642599
404,tarakan,3.3,117.6333,26.38,83,22,4.21,ID,1706642589
405,altay,47.8667,88.1167,-12.15,71,100,2.06,CN,1706642600
406,port augusta,-32.5,137.7667,16.68,63,0,8.71,AU,1706642386
407,colonel hill,22.7667,-74.2167,22.91,57,88,4.59,BS,1706642601
408,nizhneudinsk,54.9076,99.0276,-29.94,99,9,1.54,RU,1706642601
409,broome,42.2506,-75.833,-0.17,91,100,4.12,US,1706642601
410,suva,-18.1416,178.4415,25.71,100,75,1.54,FJ,1706642602
411,turiacu,-1.6633,-45.3717,28.63,71,96,2.4,BR,1706642602
412,kamaishi,39.2667,141.8833,2.29,75,15,1.99,JP,1706642602
413,namibe,-15.1961,12.1522,24.27,79,73,2.23,AO,1706642603
414,kaka,37.3482,59.6143,3.77,66,77,1.92,TM,1706642603
415,potosi,-19.5836,-65.7531,13.48,67,75,1.54,BO,1706642603
416,urzhar,47.093,81.6294,-6.45,97,100,0.78,KZ,1706642603
417,bay roberts,47.5999,-53.2648,-4.72,77,74,3.13,CA,1706642604
418,nouadhibou,20.931,-17.0347,23.99,43,0,5.14,MR,1706642568
419,ad dilam,23.9915,47.1627,21.23,51,100,2.87,SA,1706642605
420,changnyeong,35.5415,128.4951,3.77,80,100,1.03,KR,1706642605
421,knyaze-volkonskoye,48.4642,135.4567,-23.81,99,93,2.06,RU,1706642605
422,argo,37.6333,22.7333,3.51,93,91,2.53,GR,1706642606
423,oranjemund,-28.55,16.4333,18.91,93,3,4.02,NA,1706642606
424,vega de alatorre,20.0333,-96.6333,20.79,72,100,2.28,MX,1706642606
425,bardai,11.65,7.2333,22.41,20,17,4.3,NG,1706642607
426,gadzhiyevo,69.2551,33.3362,3.14,77,88,13.93,RU,1706642607
427,al mijlad,11.0333,27.7333,22.5,15,100,5.7,SD,1706642607
428,macia,-25.0269,33.0989,23.49,82,4,2.98,MZ,1706642608
429,selfoss,63.9331,-20.9971,-3.31,72,100,10.22,IS,1706642608
430,margate,51.3813,1.3862,7.95,89,100,1.34,GB,1706642438
431,manokwari,-0.8667,134.0833,26.65,80,100,0.47,ID,1706642609
432,floro,61.5996,5.0328,2.98,75,40,5.66,NO,1706642518
433,vilyuysk,63.7553,121.6247,-26.63,98,100,1.57,RU,1706642591
434,regina,50.4501,-104.6178,9.06,73,20,4.12,CA,1706642217
435,magong,23.5654,119.5863,19.41,89,28,5.17,TW,1706642610
436,bukama,-9.2,25.85,21.75,98,100,1.67,CD,1706642611
437,ettaiyapuram,9.1441,77.9907,25.57,80,16,2.69,IN,1706642611
438,lucea,18.451,-78.1736,24.92,70,96,6.05,JM,1706642612
439,chibougamau,49.9168,-74.3659,-6.21,86,100,5.66,CA,1706642554
440,motueka,-41.1333,173.0167,15.05,67,0,1.68,NZ,1706642612
441,akobo,7.4344,3.9497,29.91,26,6,0.63,NG,1706642612
442,poronaysk,49.2167,143.1167,-22.43,98,71,1.4,RU,1706642613
443,keflavik,64.0049,-22.5624,-1.76,93,75,13.38,IS,1706642613
444,san patricio,28.017,-97.5169,20.65,44,100,0.9,US,1706642613
445,wanning,18.8003,110.3967,20.58,90,100,0.61,CN,1706642614
446,nova xavantina,-14.6667,-52.35,33.85,42,12,1.82,BR,1706642614
447,sabang,5.8933,95.3214,27.83,78,14,6.75,ID,1706642614
448,holualoa,19.6228,-155.9522,22.65,92,100,6.17,US,1706642615
449,alo,7.4178,6.7371,31.72,19,78,1.43,NG,1706642615
450,solaro,44.8799,9.1732,6.45,78,95,0.73,IT,1706642615
451,laguna,38.421,-121.4238,21.41,73,0,2.57,US,1706642616
452,mossel bay,-34.1831,22.146,20.96,87,100,6.17,ZA,1706642586
453,xilin hot,43.9667,116.0333,-30.04,100,33,0.3,CN,1706642616
454,choma,-16.8065,26.9531,19.37,81,0,1.94,ZM,1706642617
455,kismayo,-0.3582,42.5454,27.0,83,100,6.75,SO,1706642554
456,monroe,43.1501,-77.6831,2.47,87,100,3.09,US,1706642562
457,severo-yeniseyskiy,60.3725,93.0408,-29.12,94,21,1.79,RU,1706642618
458,vallenar,-28.5708,-70.7581,31.19,36,0,4.88,CL,1706642618
459,puerto santa,-8.9906,-78.6456,26.33,74,37,5.68,PE,1706642618
460,bonthe,7.5264,-12.505,27.47,75,29,4.79,SL,1706642618
461,kone,-21.0595,164.8658,25.12,82,91,0.9,NC,1706642619
462,santa ana,33.7456,-117.8678,26.06,37,20,2.06,US,1706642619
463,xinyuan,37.3,99.0,-9.55,39,100,0.93,CN,1706642619
464,caucete,-31.6518,-68.2811,40.5,15,5,2.61,AR,1706642620
465,palangkaraya,-2.2,113.8333,23.45,98,100,0.83,ID,1706642620
466,ca mau,9.1769,105.15,23.63,88,83,2.5,VN,1706642620
467,khandyga,62.6667,135.6,-42.24,99,99,1.06,RU,1706642621
468,emerald,-23.5333,148.1667,24.63,95,100,2.43,AU,1706642621
469,freetown,8.484,-13.2299,28.84,70,5,5.66,SL,1706642358
470,jincheng,35.5022,112.8328,-0.03,85,0,1.93,CN,1706642508
471,funafuti,-8.5243,179.1942,30.0,79,75,6.69,TV,1706642622
472,puerto lempira,15.2667,-83.7667,28.08,74,75,6.17,HN,1706642622
473,san andres,12.5847,-81.7006,30.01,62,20,5.14,CO,1706642622
474,martapura,-3.4167,114.85,26.05,100,100,1.54,ID,1706642623
475,ocean shores,46.9737,-124.1563,13.86,93,100,6.69,US,1706642623
476,priyutnoye,46.1011,43.5072,-2.96,90,90,4.62,RU,1706642623
477,hungund,16.0667,76.05,22.94,38,13,3.32,IN,1706642623
478,bandarbeyla,9.4942,50.8122,25.14,66,89,5.4,SO,1706642624
479,pierre,44.3683,-100.351,4.6,79,0,3.6,US,1706642526
480,karkira,36.9292,6.5856,12.0,85,81,1.71,DZ,1706642624
481,ponta delgada,37.7333,-25.6667,18.44,82,20,4.12,PT,1706642625
482,tumaco,1.7986,-78.8156,28.22,79,90,3.79,CO,1706642625
483,llanes,43.4198,-4.7549,14.33,82,100,2.15,ES,1706642625
484,santa ines,-3.6667,-45.38,30.97,63,97,0.45,BR,1706642625
485,trincomalee,8.5711,81.2335,26.28,83,16,3.58,LK,1706642626
486,labrador city,52.9463,-66.9114,-12.05,37,0,5.66,CA,1706642626
487,san nicolo,46.463,10.41,3.84,73,99,0.43,IT,1706642626
488,quellon,-43.1167,-73.6167,18.78,59,80,3.13,CL,1706642366
489,nieuw amsterdam,5.8833,-55.0833,31.09,70,40,4.12,SR,1706642627
490,qarazhal,48.0078,70.7903,-6.31,94,100,4.33,KZ,1706642627
491,ajdabiya,30.7554,20.2263,11.75,67,15,5.76,LY,1706642627
492,gnarrenburg,53.3833,9.0,9.38,87,100,7.51,DE,1706642568
493,cidade velha,14.9167,-23.6167,25.26,57,0,7.72,CV,1706642628
494,ta`u,-14.2336,-169.5144,28.77,77,91,3.01,AS,1706642628
495,giyani,-23.3025,30.7187,25.59,40,0,3.34,ZA,1706642628
496,brisas de zicatela,15.8369,-97.0419,29.29,65,0,3.6,MX,1706642629
497,changji,44.0167,87.3167,-14.56,78,40,1.0,CN,1706642629
498,happy valley-goose bay,53.3168,-60.3315,-12.83,36,20,8.23,CA,1706642629
499,verkhnevilyuysk,63.4453,120.3167,-27.78,95,100,1.96,RU,1706642629
500,roslavl',53.9528,32.8639,-3.6,95,100,1.87,RU,1706642630
501,beyneu,45.3167,55.2,-4.96,76,100,6.26,KZ,1706642630
502,hassi messaoud,31.6804,6.0729,14.92,41,0,2.57,DZ,1706642630
503,swift current,50.2834,-107.8014,14.45,47,0,10.29,CA,1706642631
504,praia da vitoria,38.7333,-27.0667,16.53,88,40,4.91,PT,1706642510
505,reggane,26.7158,0.1714,19.88,22,0,5.28,DZ,1706642631
506,saint-pierre,-21.3393,55.4781,25.82,89,0,0.0,RE,1706642631
507,saipan,15.1355,145.701,25.39,61,75,6.69,MP,1706642077
508,kutum,14.2,24.6667,16.96,19,0,4.22,SD,1706642632
509,alofi,-19.0595,-169.9187,27.8,87,96,6.95,NU,1706642632
510,angra do heroismo,38.65,-27.2167,16.73,83,40,1.79,PT,1706642633
511,deogarh,21.5333,84.7333,16.7,49,51,0.21,IN,1706642633
512,yoichi,43.2039,140.7703,-2.22,75,66,2.6,JP,1706642633
513,morehead city,34.7229,-76.726,12.23,65,0,4.47,US,1706642633
514,hailin,44.5833,129.4167,-13.26,97,100,1.13,CN,1706642634
515,mahina,-17.5065,-149.489,29.87,74,75,3.6,PF,1706642574
516,bandar lampung,-5.4254,105.258,23.73,95,100,1.76,ID,1706642634
517,aykhal,66.0,111.5,-25.41,100,99,1.37,RU,1706642634
518,bayanhongor,46.7167,100.1167,-25.66,78,1,1.63,MN,1706642635
519,tura,25.5198,90.2201,13.47,48,0,1.71,IN,1706642635
520,mpongwe,-13.5091,28.155,20.97,78,93,2.0,ZM,1706642635
521,pambujan,12.5642,124.9276,24.78,88,97,5.5,PH,1706642636
522,peniche,39.3558,-9.3811,16.73,85,100,4.02,PT,1706642528
523,prince george,53.9166,-122.753,8.69,62,0,5.66,CA,1706642636
524,el nido,11.1858,119.3956,25.25,77,23,1.81,PH,1706642636
525,djambala,-2.5447,14.7533,24.56,67,99,1.7,CG,1706642637
526,crane,31.3974,-102.3501,17.29,31,31,2.37,US,1706642379
527,shalya,57.2471,58.7298,-7.88,95,100,3.39,RU,1706642637
528,ibiza,38.9088,1.433,14.56,70,75,2.57,ES,1706642637
529,dolinsk,47.35,142.8,-11.82,95,100,1.19,RU,1706642638
530,sohar,24.3643,56.7468,22.88,57,94,0.63,OM,1706642638
531,zavitinsk,50.1167,129.45,-34.16,100,63,1.59,RU,1706642638
532,juan griego,11.0817,-63.9655,37.07,41,100,7.2,VE,1706642639
533,rikaze,29.25,88.8833,-2.83,36,3,1.8,CN,1706642639
534,candido de abreu,-24.5669,-51.3333,33.24,26,27,2.61,BR,1706642639
535,hotan,37.0997,79.9269,-1.36,52,99,3.08,CN,1706642639
536,nalut,30.3333,10.85,10.87,46,91,4.42,LY,1706642640
537,dawson creek,55.7666,-120.2362,8.8,46,0,10.8,CA,1706642640
538,ylitornio,66.3089,23.6773,-0.66,90,72,4.76,FI,1706642640
539,tshabong,-26.05,22.45,29.95,35,98,0.93,BW,1706642640
540,kirensk,57.7853,108.1119,-37.8,100,52,0.89,RU,1706642641
541,alaghsas,17.0187,8.0168,20.72,21,92,7.46,NE,1706642641
542,casa branca,-21.7739,-47.0864,32.46,21,100,2.12,BR,1706642641
543,amungan,15.3652,119.9582,22.96,70,10,2.4,PH,1706642642
544,bafoulabe,13.8065,-10.8321,30.23,10,100,2.48,ML,1706642642
545,veraval,20.9,70.3667,22.13,82,99,5.01,IN,1706642642
546,chukhloma,58.7525,42.6825,-6.06,94,6,2.68,RU,1706642643
547,nguigmi,14.2495,13.1092,22.17,21,60,6.31,NE,1706642643
548,syumsi,57.1111,51.6149,-0.43,85,100,6.63,RU,1706642643
